,Brand,Model,Price,Engine Capacity,Classification,Registration Date,COE Expiry Date,Mileage,No. of owners,Type of Vehicle,Listing Details,Price (06-Jul-2022),Price (07-Jul-2022),Price (08-Jul-2022),Price (12-Jul-2022)
538,Suzuki,Suzuki GSX-R1300 Hayabusa,SGD$28000,1340cc,Class 2,8-Sep-17,7-Sep-27,40000km,1,Sport Bikes," Last Year Of Production Of Gen 2 Hayabusa With Brembo Stock Calipers. 1st Owner. Outlook 7/10.Internal/Engine: Refer To Maintenance Log In Person.Full Vehicle Maintenance Log From Day 1.Every Single Repair/Wear And Tear/Stupid Mods Are Noted.Buyer May Check My Logs After Viewing In Person. Actual Logs Will Only Be Send On Day Of Purchase.Maintenance Done At Tuck Life Racing. Dyno At Bikeworkz.Bike Is Used For Touring Once A Year To My/Th And Daily To And Fro Work (30Km Per Day). Very Comfortable Riding Posture, Very Easy To Maneuver And Centre Of Gravity Is Good. Pickup Is Smooth, Linear And Powerful But Not Raw And Abrupt Rough Like Other Makes.No Major Issues Apart From Wear And Tear + Backside Itchy Problems Change Unnecessary Stuff.Stationary Dropped Twice (This Bike Is Very Heavy To Lift). On Hire Purchase Last 23 Months. If Buyer Keen, Seller Will Settle Early Settlement Fees. No COI Option. Price Is Open For Negotiating. Not An Urgent Sale.Open To Trade With Mt-09 Or Mt-09 Sp Trade (No Tracer).OEM Included:-Oem Tool Bag Included.-Oem Om Physical Copy And Soft Copy Both Will Be Yours-Oem Brembo Brake Calipers-Oem Brake & Clutch Kept Separately-Oem Exhaust Kept Separately-Oem 1 Seater Pillion Seat Cover Included Phone Mount Not Included. AccessoriesRadiator Mesh Guard.Racecarbon Hayabusa Tank Grip.Racecarbon Headlight Protector Smoked. Spare Key - With Transponder Chip.Scott Oiler.Yoshimura R77 Titanium Blue Twin Exhausts.Pc5 W/ O2 Sensor Eliminator.Tourex Touring Lights Mounted On Mirror Mounts High And Far Beams.Rcs 16 And 19 (Older Version).Crazy Iron Crash Bars.K&N Air Filter.Original Yoshi Db Killers. Carbon Heel Guard Trim.Annitori Qs.Tank Grip Pad.",SGD$28000,,SGD$28000,SGD$28000
539,Vespa,Vespa Primavera 150,SGD$7000,155cc,Class 2B,26-Oct-15,25-Oct-25,25000km,- ,Scooters, Vespa Primavera 150 For Sale.Good Condition.Accident Free. ,SGD$7000,SGD$7000,SGD$7000,SGD$7000
540,Yamaha,Yamaha YZF-R15,SGD$9350,155cc,Class 2B,22-Jan-18,23-Jan-28,42600km,3,Sport Bikes," Jan 2018 Yamaha YZF-R15 For Sale.Tip Top Condition.New Tyres & Chain, PM For Details. ",SGD$9350,SGD$9350,SGD$9350,SGD$9350
541,Ducati,Ducati Superbike 899 Panigale,SGD$19999,893cc,Class 2,14-Dec-15,13-Dec-25,30000km,3,Sport Bikes, All Stock Ducati Superbike 899 Panigale.Accident Free.MSCP Parked.Desmo Serviced @ 28K.Permanent Season Parking At Peoples Park Complex.Owner Changing To Car.Pm For Viewing. AccessoriesGB Racing Cover.Evotech Tail Tidy. Brembo Brakes.,SGD$19999,SGD$19999,SGD$19999,SGD$19999
542,BMW,BMW S1000RR,SGD$30888,999cc,Class 2,20-Aug-15,19-Aug-25,78000km,- ,Sport Bikes," PML Unit BMW S1000RR For Sale.Regularly Maintained With:Motul 7100, Original Bmw Oil Filter, Toyota Coolant,Ngk Spark Plugs.Valve Clearance Just Done, So You Can Take Over The Bike With A Peace Of Mind. No Expenses Were Spared To Keep This Bike At Tip Top Condition.Selling Cos Of Other Priorities In Life.Newly Replaced:Bridgestone S22 Hypersport,Battery. AccessoriesBodis Exhaust.Mra Light Smoke Windshield.R&G Engine Case Protectors.Motovation Frame And Axle Sliders.Carbon Frame Cover.Slipscreen Light Smoke Headlight Protectors.Sprint Air Filter.Trac King Clutch Plates.Ape Pro Series Cam Chain Tensioner.Bmw Isa Screws With Bushes.",SGD$30888,SGD$30888,SGD$30888,SGD$30888
543,Suzuki,Suzuki GSF1250 Bandit,SGD$9000,1255cc,Class 2,11-Dec-07,30-Nov-27,126405km,1,Street Bikes, Suzuki Bandit 1250cc For Sale.PM For Details. ,SGD$9000,SGD$9000,SGD$9000,SGD$9000
544,Yamaha,Yamaha YZF-R6,SGD$35000,599cc,Class 2,8-Oct-21,7-Oct-31,1890km,1,Sport Bikes," Reg Oct 2021 Midnight Black Yamaha YZF-R6.Ride Only At Night Or Weekends To Warm Up Bike.Selling As Old Man Want To Try Racebike But End Up Backache, Wrist Pain.Looking To Trade Tenere 7 Or Adventure Bike. Accessories- Radiator Protector- Steel Brake Hose",SGD$35000,,SGD$35000,SGD$35000
545,Moto Guzzi,Moto Guzzi V85TT,SGD$26888,853cc,Class 2,2-May-19,1-May-29,19000km,1,Street Bikes, 2019 Moto Guzzi V85TT For Sale.Condition 8.9.PM For Details. AccessoriesRear Suspension. Engine Guild Etccoming 3 years old,SGD$26888,,SGD$26888,SGD$26888
546,Honda,Honda Winner X 150,SGD$13800,149cc,Class 2B,26-Mar-21,25-Mar-31,1505km,1,Cubs, March 2021 Honda Winner X 150 For Sale.Bike In Perfect Condition.Fully Paid.Selling Due To Quit Riding.Too Old To Ride. ,SGD$13800,SGD$13800,SGD$13800,SGD$13800
547,KTM,KTM 400 EXC,SGD$8000,398cc,Class 2A,30-Dec-08,29-Dec-28,-,4,Scrambler/Dirt Bike," A Solid Dirtbike KTM 400 EXC. Reliable And Bulletproof RFS Engine. Only Use On The Weekend To Show Off. Magic Button No Issues As Well As Kickstarter. 1 Kick And Go! (If You Know How To Kick Start A 4Stroke). Oil Change Every 3Weeks. Changed Mid This Year:Clutch Plates, Wheel Bearings And Housing, Steering Cone, Chain, Front Sprocket.Adjustable Timing Chain Tensioner. Seat Torn But Will Get It Rewrap Before Handing Over To New Owner. New Graphics Will Be Given Too. Will Change Coolant For New Buyer Prior To Handover. Buyer Will Get A Repair Lift Stand As Well. Whatever Spares I Have Regarding This Bike And Handover To New Owner. ",SGD$8000,SGD$7500,SGD$7500,SGD$7500
548,BMW,BMW G310GS,SGD$16000,313cc,Class 2A,21-Jun-19,20-Jun-29,-,- ,Sport Tourers, Most Affordable BMW G310GS You Can Find! Well Maintained.Only 1 Fussy Owner.Every 3000Km Maintained With 300V Engine Oil.Just Changed Sprocket Chain Into Gold Ring Chain In Aug 2021. Selling Due To Changing To Car.Original Brand New Windshield Is Still With Me.Overhaul Done On 21 Oct 2021 (With Original Receipt). Full Servicing/ Complete Inspection Done On Oct 2021 With Full Receipt.Price Negotiable.Latest Update (Jan 2022):All Accessories Renewed Into Brand New. Including Box And Rack! Long Story But Definitely Best News For Both Me And Buyer AccessoriesGS310 Extended Windshield.GS310 Steel Brake Pedal.GS310 Crash Bar.GS310 Steel Radiation Guard.Third Party Handguard.Display Screen Protector.Gs310 Mainstand.Kappa Kventure Metal Top Box 52Litres With Rack And Back Rest.,SGD$16000,SGD$16000,SGD$16000,SGD$16000
549,BMW,BMW R1200GS Adventure,SGD$24000,1170cc,Class 2,9-Sep-11,31-Aug-31,95000km,1,Sport Tourers, 2011 BMW R1200GS Adventure Model. King Of Endurance Riding! One Careful Owner. Accident Free. Bought In And Serviced By Authorized Dealer (Performance Motors Singapore). Full Service History Available. Parked In Basement Parking Only. Call/Whatsapp To Deal.Price Not Negotiable. AccessoriesTomtom Rider Navigation.3 Original Bike Boxes.Original Tank Bag.,SGD$24000,SGD$24000,SGD$24000,SGD$24000
550,Ducati,Ducati Diavel,SGD$23000,1198cc,Class 2,10-Oct-14,9-Oct-24,55000km,2,Street Bikes, Oct 2014 Ducati Diavel Dark For Sale.Tip Top Condition.Bike Mainly Used For Touring. Bike Do Not Come With Current Number Plate.Fully Paid.View To Nego.Contact Jared. Accessories- Clear Clutch Cover- Full Set Shad Side Panniers- Ducati Performances Parts,SGD$23000,,SGD$23000,SGD$23000
551,Ducati,Ducati Hypermotard 821,SGD$14000,821cc,Class 2,10-Sep-15,9-Sep-25,36000km,3,Super Motards, Original Colour Red Ducati Hypermotard 821 With Wrap Decal.Meticulously Maintained By Ex Owner And Myself. Engine And Overall Bike Condition Is Close To 10/10.Road Tax Till October 2022.Next Desmo Service: 54000Km.All Wear And Tear Replaced.Bike Is Ready To Be Ridden Without Worry.Price Negotiable.Contact Me For Viewing And Further Discussion. Accessories- Ducabike Sprocket Carrier- Front Axle Sliders- Engine Sliders- Rear Bobbins- R&G Tail Tidy- Grab On Grips- Side Stand Big Foot,SGD$14000,,SGD$14000,SGD$13500
552,Honda,Honda CB400 Super 4 Revo,SGD$15000,399cc,Class 2A,17-Dec-08,31-Jan-28,15000km,5,Street Bikes, 2008 Honda CB400 Super 4 Revo Gen 1.Well Taken Good Care.Condition 9/10.So Far Dun Need Repair.Only Pump Shell 98 & V Power.April Changed:-Battery-Coil -Ngk X4 Plug-Clutch Plate -Gasket -CoolerSelling As Upgrade To Class 2.Price Nego.Lower Ball Won't Reply.View At Punggol. Accessories- HEL Cable - Koso Volt Meter- T10 Blue Light Meter- R77 Blue Repack Louder.- P6 Camera front camera len just change under warranty 3 mth.- Hella Twin Horn,SGD$15000,SGD$15000,SGD$15000,SGD$15000
553,Bajaj,Bajaj Pulsar DTS-i 200,SGD$2000,199cc,Class 2B,18-Aug-08,17-Aug-23,27301km,3,Street Bikes, Bajaj Pulsar DTS-i 200 For Sale.Bike All Maintained And Serviced By Bajaj Service Centre.Good For Those Just Passed Their Class 2B.Prefect Practice Before They Go For Their Class2A Test. Selling Cos Upgrading To Class 2A Bike. AccessoriesBox,SGD$2000,,,
554,Yamaha,Yamaha YZF-R15,SGD$11000,155cc,Class 2B,21-Jan-20,20-Jan-30,23370km,1,Sport Bikes, Yamaha YZF-R15 For Sale.Whatsapp To Arrange Viewing. ,SGD$11000,SGD$11000,SGD$11000,SGD$11000
555,Yamaha,Yamaha FZ16 ST,SGD$4500,153cc,Class 2B,7-Feb-14,6-Feb-24,40000km,1,Street Bikes, FZ16 ST For Sale.Very Good Condition.Price To Sell Or Near Offer. ,SGD$4500,,SGD$4500,SGD$4500
556,SYM,SYM Maxsym 400i,SGD$2900,400cc,Class 2A,5-May-13,4-May-23,58200km,9,Scooters, 2013 SYM Maxsym 400i For Sale.Super Comfort And Easy To Ride With Huge Underseat Storage Compartment.Coe Renewable.Roadtax Till Oct 2022.Bike Wear And Tear Has Been Replaced:- Rear Tire- Kill Switch- Air Filter- Engine Oil- Gear Oil- Throttlebody ServicedNot Looking To Trade.Cash/Paynow Available Accessories- Phone Holder- Givi Topbox- Handlebar Mount,SGD$2900,,,
557,Honda,Honda CBR150R,SGD$11500,149cc,Class 2B,12-Dec-19,11-Dec-29,25000km,2,Sport Bikes, Dec 2019 Honda CBR150R For Sale.Selling To Change To Ride Smaller Bike Scooter.Anyone Interested Pls Contact Me. AccessoriesOnly Rear Box,SGD$11500,SGD$11500,SGD$11500,SGD$11500
558,Harley Davidson,Harley Davidson XL883N Iron 883,SGD$25000,883cc,Class 2,26-Feb-10,25-Feb-30,25000km,2,Cruiser," Direct Owner Sale.Pristine Condition Harley Davidson XL883N Iron 883.Well Maintained Unit. Showroom Condition.Seller Reluctant To Sell, Bike Deserve New Owner.Low Mileage.Just Weekend Ride Only. Bike Always Under Sheltered CarparkRenewed 10 Years COE.Engine No Leaks Or Sound. Just ride with ease.Spent Thousands On This Bike.Serviced At Renowned Custom Shop And HD Workshop. Used Only Hd Original Engine Oils.Tank, Side And Rear Fender Newly Spray Paint.From Mid Now Change To Front Cruise Control.New Pair Of Front And Rear Tyres.Will Provide Another Slightly Louder Stock Exhaust For Free( Black High Temp Sprayed Muffler).Exhaust Front Header Has Been Sprayed High Temp Black Paint. No Rust And Exhaust Header New Condition.New Rear Wheel Bearing.Front And Rear Rims New Coated And Sprayed Black Paint.See To Believe. Call now! Accessories10"" (510)Handlebar Made In Usa, With Arlen Ness Grips.Wire Tuck.Custom Springer Seat( Comfy).Undercarriage Led Lights.Steel Braided Brake Line.Relocated To Side Speedometer, Handlebar Clamp Made In USA( Good And Strong Material).Number Plate Fender Mount Style.Smoked Front Signal Indicator.Stock And Full Set Chrome Exhaust( LTA Friendly).",SGD$25000,SGD$25000,SGD$25000,SGD$25000
559,Honda,Honda CB400X,SGD$10000,399cc,Class 2A,4-Nov-16,3-Nov-26,95000km,1,Sport Tourers," Honda CB400X For Sale. Necessary Servicing For Every 5000 Km:Engine Oil,Oil Filter.Price Negotiable Upon Viewing.Please Contact Me If You’re Looking For 2016 Honda Cb400X With Accessories. AccessoriesPuig Windshield.Handguard.Hugger.Side Stand Big Foot.Rear Backsplash.Terminogni Endcan.Kappa Kgr33 Side Pannier With Side Rack.Kappa Topbox 52 With Rack.Radiator Guard.Crashbar.Front and Back Surveillance Camera.SW Motech Skid plate.Canvas Motorcycle.",SGD$10000,,SGD$10000,SGD$10000
560,Kawasaki,Kawasaki Z1000 ABS,SGD$16888,1043cc,Class 2,21-Jun-14,20-Jun-24,45932km,2,Street Bikes, Kawasaki Z1000 ABS For Sale.Accident Free.Very Good Condition.Whatsapp For More Infor. ,SGD$16888,SGD$16888,SGD$16888,SGD$16888
561,KTM,KTM 390 Duke,SGD$8500,373cc,Class 2A,28-Apr-16,27-Apr-26,49999km,3,Street Bikes," KTM 390 Duke For Sale.Selling This Sweet Ride Because I Won't Be Riding Anymore.Bike Is In Good Condition. Two-digit Fancy License Plate.Road Tax Paid Till Oct 2022.You Can Come And View It. Price Is Negotiable.No Lowballing, Please! ",SGD$8500,SGD$8500,SGD$8500,SGD$8500
562,Suzuki,Suzuki GSR400,SGD$8399,398cc,Class 2A,12-Jan-07,11-Jan-27,60000km,3,Street Bikes, 2007 Suzuki GSR400 For Sale.Jus Sprayed Paint.Very Good Condition.Tyre Changed S22 (Jan 2022)Selling As Upgrading.Full Cash Only. AccessoriesLeo Vince Exhaust (Approved W Cert),SGD$8399,SGD$8399,SGD$8399,SGD$8399
563,Harley Davidson,Harley Davidson Fat Boy,SGD$26888,1450cc,Class 2,10-Dec-99,28-Feb-29,70000km,6,Cruiser," The Legendary Fat Boy Is Unmistakable, This Model Has A 88Ci Twin Cam. Must Scrap By June 2028 According To NEA. Serviced Before CNY And New Shinko White Walls.Price Is Slightly Negotiable.Contact Me For Any Inquiries Here Or Through Whatsapp. Accessories- Legal Jekyll And Hyde Exhaust With Certification - Solo Seat And La Pera Seat",SGD$26888,SGD$26888,SGD$26888,SGD$26888
564,Honda,Honda CBR150R,SGD$3000,150cc,Class 2B,15-Apr-13,14-Apr-23,119803km,3,Sport Bikes, Honda CBR150R For Sale.PM For Details. ,SGD$3000,SGD$3000,SGD$3000,SGD$3000
565,BMW,BMW F800GS,SGD$6000,798cc,Class 2,30-Aug-12,29-Aug-22,45571km,4,Sport Tourers, BMW F800GS For Sale.Changed:-Bridgestone Tyres-Front Forks Fixed-Fork Seal-Battery -Fuel Relay -JT Sprocket Front Sprocket 16T-JT Sprocket Rear Sprocket 42T M10-D.I.D 525 Chain-Ebc Front Brake Pad Fa209/2Hh X 2Pcs-Ebc Rear Brake Pad Fa213Hh X 1Pcs-Number Plate Sticker AccessoriesScottoiler Vsystem.Scottoiler Scorpion Dual Injector.,SGD$6000,SGD$6000,SGD$6000,SGD$6000
566,MV Agusta,MV Agusta Brutale 800,SGD$42000,798cc,Class 2,23-Mar-21,22-Mar-31,1750km,1,Street Bikes, 5 Months Old MV Agusta Brutale Rosso. All Original Parts Intact. No Dust AlsoRides Only Once Every 2 Weeks For 1 Hour. Super Low Mileage.Great Sound And Beautiful Bike. Never Ride In Rain B4. Nothing Less Than V Power Petrol.No Need To Think About Coe.Parked N Covered In Multistorey Carpark. Selling With Nice Plate.Loan Can Be Arranged. Bike Still Under Finance . COI Of 400 Per Month Only Prior To Legal Documentation. Road Tax Will Be Paid By Me For As Long As New Rider COI. Insurance By New Rider.Road Tax Renewed On Sept For 6 Months.Pls Call Sadri For Any Enquires. ,SGD$42000,SGD$42000,SGD$42000,SGD$42000
567,Ducati,Ducati Streetfighter 848,SGD$14000,849cc,Class 2,15-Apr-14,14-Apr-24,45000km,3,Street Bikes," Ducati Streetfighter 848 For Sale.Well Taken Great Care.Accident Free Bike.All Purchases Of Spare Parts Were Recorded And Will Provide To The New Owner. Bike Is Always Covered With Canvas(Red- Black Canvas Will Be Provided).Just Did Recent Servicing At HP Moto At $2650.Did 48000 Km Desmo Plus Additional Scheduled Maintenance ($2K++).My Lost Your Gain.Selling Due To Family Commitment;Streetfighter 848 Too Aggressive Based On My Family Comments. Fully Paid.Feel Free To View This Awesome Bike, Once Test Ride, You Will Want It, Trust Me. Do Contact - Imran For Fast Response.For Bike Loan, Do Source On Your Own.Looking Forward To See You. Is Sad To Let Go Of This Beast But Well Family Comes First. AccessoriesTermigoni Carbon Fiber Exhaust (Standard Exhaust Pipe Will Also Be Provided).Ducati Passenger Single Seat Cover.Tank Padding.Ducati Identity Card And 3 Keys.Canvas.",SGD$14000,SGD$14000,SGD$14000,SGD$14000
568,SYM,SYM GTS 200,SGD$2200,172cc,Class 2B,20-Jul-13,19-Jul-23,95000km,3,Scooters, Sym GTS 200 For Sale.Under Utilize By Owner.Large Storage Space Under Seat.Asuspicous Number Plate.Fuel Efficiency: (30 To 33Km Per Liter) Highway Riding.Note: This Is Not A COE Bike.Road Tax Till July'22.Maintenance Has Been Done Up Last Nov'21.New Pirelli Rosso Scooter Rear Tyre Replaced. ,SGD$2200,SGD$2200,SGD$2200,SGD$2200
569,Yamaha,Yamaha Xmax 300,SGD$19088,292cc,Class 2A,5-May-20,4-May-30,14000km,1,Scooters, 2020 Yamaha Xmax 300 For Sale.Selling Beloved Ride To Someone Who Needs It More Than Me. Super Low Mileage.Accident Free. Servicing Done Timely.All Servicing Invoices Will Be Passed To Next Owner. Great Work Horse With Superb Fuel Consumption And Power When Needed.Price Negotiable.Contact For More Info AccessoriesAkrapovic Exhaust.Chassis Strut.Rear Suspension Strut.,SGD$19088,,SGD$19088,SGD$19088
570,Honda,Honda CBR250R,SGD$6800,250cc,Class 2A,11-Mar-14,10-Mar-24,61500km,- ,Sport Bikes, Honda CBR250R For Sale.Owner's 2nd Spare Bike. Selling The Bike As Seldom Use. ,SGD$6800,SGD$6800,SGD$6800,SGD$6800
571,Honda,Honda ST1300A Pan-European,SGD$5888,1261cc,Class 2,7-Mar-06,29-Feb-24,199546km,5,Sport Tourers, 2006 Honda ST1300A For Sale.In Immaculate Condition.Bike Always Parked Under Shelter.Careful And Meticulous Owner.Price Slightly Negotiable. ,SGD$5888,SGD$5888,SGD$5888,SGD$5888
572,Yamaha,Yamaha Xmax 300,SGD$15000,292cc,Class 2A,27-Jul-18,26-Jul-28,63919km,1,Street Bikes," 2018 Yamaha Xmax 300 For Sale. Accident Free.Bike Is Well Maintained.Nothing Done To Engine, All Stock Setting.Only Outlook.No Dekit.Stock Parts Will Be Given To New Owner.Rode Manual For My Prev Bikes But After I Got This, Never Going Back.. Road Tax Till July.Recently Changed:- Battery - Pirelli AngelFully Paid.Willing Buyer Drop Me A Msg.Please Come Down & View The Bike, You Happy I Happy, We Deal. Accessories- HP Holder- IU Relocate- Samco Hoses- Side Leg Fairing Extender- Motovation Barend- Black Gtr Pillion Footrest- R&G Tail Tidy With Hugger- Hayaidesu Blue Mudflap- Seat Rewrap & Trim Slightly Narrow- HEL Hose - RCB Masterpump- Semspeed Windshield- Carbon Battery Cover & Front Mudguard - Spray-works Diamond Black Coverset With Silver Rims",SGD$15000,SGD$15000,SGD$15000,SGD$15000
573,Triumph,Triumph Speed Triple,SGD$12000,1050cc,Class 2,7-May-08,6-May-28,37100km,3,Street Bikes," 2008 Triumph Speed Triple For Sale.All Black Version, Includes Front Headlights And Front Suspension.Low Mileage.All LTA Compliant. Original Mirrors Are Also Available.Owned It For 10 Years. Very Smooth Driving With Amazing Torque.The Large Brembo Brakes Will Keep You Safe. Always Maintained At Official Triumph Dealer, Mah Motors Upper Serangoon.Engine Was Dismantled, Cleaned And Resprayed 3 Years Ago. Tank Would Need A Polish.Custom Seat Cover Made In Singapore Gives A Vintage Cafe Racer Look. Selling Because Of Relocation Abroad.Price Is Negotiable But No Low Ball Offer Please. Selling Below OMV. Accessories- Cafe Racer Mirrors - Custom Sigma Lights. - Magnetic Tank Bag- Battery Charger",SGD$12000,,SGD$12000,SGD$12000
574,Honda,Honda CB400X,Carry On Installment,399cc,Class 2A,12-Jun-14,11-Jun-24,152775km,4,Sport Tourers," Jun 2014 Honda CB400X For Sale.Not Dekitting Any Accessories, All Included. Bike Usually Covered At When Parked At Open Carpark And Parked Under Shelter At Work. Accident-free Under My Care.Bike Is A Reliable Workhorse With Decent Fuel Consumption. Utilised Only For Basic And Casual Riding To And Fro Work (North-south) For About 8 Months. Fuel Consumption Tracked: 28-30Km/L, Minimum 450-500Km Full Tank Guaranteed.Basic Eo Servicing Done Every <3500Km/4000Km.Will Provide Fuel Consumption Log & Invoices/Receipts Of Services Done. Recently Replacement Done:-Amsoil 15W-50 EO-Oil Filter-Fork Servicing-Rear Wheel Bearing -Brake Pad-Rear Wheel Bearing-Sprocket Bearing-Rear Brake Pad1️⃣: Upfront $4K (Negotiable) Continue COI Of $135 X 16 Months (Due 1st Of Every Month, June 22 Payment Made)> Online Payment (Paynow) To Shop Available> Transfer Of Ownership After Completion Of Coi2️⃣: Full Cash $5.8K (Inclusive COI) + $1197 Early Settlement Fee > Or Find Own Reloan & Early Settle With Shop> Transfer Of Ownership With Immediate EffectFor Non-fussy Buyers, What You See Is What You Get. Price Is Negotiable Upon Viewing.For Enquiry & Viewing, Whatsapp. Accessories✅️ Tourex Fog Light✅️ Full Crashbar✅️ Main Stand✅️ Aluminium Wide Footrest✅️ Rack & Baseplate✅️ 400X Stock Windshield (Smoked)✅️ Stock Handguard (Removed Due To Preference, Will Hand Over)✅️ Stock Side Mirror (Removed Due To Preference, Will Hand Over)✅️ X-series 55L Top Box With Backrest + Black Reflective Sticker✅️ Zeldge X-grip Holder✅️ Carbon Fiber Iu Sticker✅️ Koso Voltage Meter W/ Bracket✅️ Rectangle Side Mirror✅️ Rcb Black Rim Sticker✅️ Grip Balancers✅️ Throttle Cruiser",Carry On Installment,Carry On Installment,Carry On Installment,Carry On Installment
575,Honda,Honda CB400X,SGD$10000,399cc,Class 2A,19-Dec-14,18-Dec-24,80000km,2,Sport Tourers," Honda CB400X For Sale.Selling My Bike To Upgrade To Car. Bike Has Worked Well For Me. Only Ride On Singapore Road For Work And Home.There Is A Dent On The Bike Tank Which Had Been Pati. No Hole On The Tank Itself. The Dent Happens When I Was Riding On A Wet Road And Slipped And The Handle Hit The Tank To Have The Dent. Other Than That No Other Major Issues. Never Ride The Bike At High Speed Before. Only Ride It For Work And Home. Since Work From Home Started 2 Years Ago, Bike Has Been Sleeping In The Carpark. Deciding To Let It Go For New Owner That Can Use It Everyday For Commute Or Work. ",SGD$10000,SGD$10000,SGD$10000,SGD$10000
576,Honda,Honda Wave 125,SGD$8000,125cc,Class 2B,11-Dec-09,10-Dec-29,-,2,Cubs, Honda Wave 125 For Sale.Bike In Good Condition.Chat For Details. ,SGD$8000,SGD$8000,SGD$8000,SGD$8000
577,Suzuki,Suzuki DRZ400SM,SGD$13500,398cc,Class 2A,20-Apr-09,31-Jan-29,100000km,2,Super Motards," Suzuki DRZ400SM For Urgent Sale.Selling My Beloved Bike Cheap Due To Commitment Reasons.Might Have Missed A Few Mod Items Cause I Cannot Remember What Its Called. As You Can See I Spent Easily More Than 10K Just On Mods Alone. My Loss Your Gain, Still Contemplating About Selling.Service Every 2000Km.Besides Engine Oil, I Will Only Send To Lightning Bike(Ah Chong) Or Raptor Motorsports (Angelo).Mitas Tyre (April 2021).Open To Trade With Nmax Or Mx-king Plus Top Up.Price Negotiable.Contact Me For Details. AccessoriesRenthal Handle Bar.Zeta Perch Race Clutch.Zeta Aluminium Throttle.Zeta Brake Reservoir Cover.Zeta Brakeline Clamp.Zeta Handguard.Vapor Meter.Zeta Wheel Spacer. Zeta Brake Lever.Zeta Triple Camp Nut.Zeta Triple Clamp Nut Cover.Zeta Triple Clamp Top And Bottom.Zeta Carbon Fork Cover Top And Bottom.Zeta Oil Dipstick.Showa Fork Set.Brembo Caliper.Venhill Brake Line.Braking Disc Brakes.New Iu Unit.Hotcams Stage 2 Intake/Outtake.Fcr 39Mm With Jd Jettings.Cylinder Works Big Bore 440.Leo Vince Full System.Leo Vince Carbon Exhaust Clamp.R&D Exhaust Guard.Drc Radiator Hose.Yoshimura Engine Mount Kit.Zeta Carbon Exhaust Cover.Zeta Oil Filter Cover.Zeta Engine Plug.Zeta Drive Cover.Zeta Carbon Frame Guard.Zeta Carbon Heel Guard.Zeta Carbon Chain Guard.Zeta Carbon Chain Guide.Zeta Forged Shift Lever.Drc Racing Foot Peg.Zeta Trigger Brake Pedal.Zeta Side Stand Extender.Ohlins Rear Suspension Spring.Zeta Billet Kit.Zeta Adjustable Link Kit.Venhill Brake Hose.Zeta Carbon Rear Brake Cover.Zeta Rear Disc Cover.Zeta Rear Brake Reservoir Cover.Zeta Rear Brake Clevis.Renthal Front Rear Sprocket With Rk Chain.Rear Rims.Drc Rear Brake Lights Tail Tidy.Zeta Aluminium Bolts.Fx Seat Cover.Drc Fron And Rear Axle Slider.",SGD$13500,SGD$13500,SGD$13500,SGD$13500
578,Kawasaki,Kawasaki Ninja 400 KRT,SGD$16500,399cc,Class 2A,26-Nov-18,25-Nov-28,37444km,1,Sport Bikes, 2018 Model Kawasaki Ninja 400 KRT For Sale.Engine In Tiptop Condition. View To Believe.Contact For More Information. AccessoriesLeovince LV One Evo Slip-on (Lta Approved).Shogun No Cut Frame Sliders. Heavy Barend. Zero Gravity Corsa Windshield.Koso Volt Meter.DNA Airfiliter.,SGD$16500,SGD$16500,SGD$16500,SGD$16500
579,Yamaha,Yamaha MT-09 Tracer,SGD$18499,847cc,Class 2,27-Mar-17,26-Mar-27,63000km,1,Sport Tourers," Mar 2017 Yamaha MT-09 Tracer For Sale.First Owner.Accident Free. Bike Is Fully Stock.Road Tax Till Mar 2023.Service With Motul 300V 15-50 And Oil Filter Every 5000Km Or 3 Months.Service/Replacement Done Recently:Throttle Body Wash,Brake Disc Front & Rear,Wheel Bearing Front & Back,Front Fork Seal And Oil Change,Tire Change PR5,Spark Plug,Plug Coil.Bike Is Still Under COI But Will Pay Off Fully Once The Deal Is Confirm.Looking For Full Cash Only.Viewing Can Be Done Either In Tampines Or Geylang East Depending On My Availability.Price Is Negotiable Upon Viewing. AccessoriesGivi Crash Bar.Kappa Venture Toolbox 58L With Kappa Rack, Base Plate And Back Rest.Radiator Guard.R&G Bar End Slider.Givi Bigfoot.Folk And Axle Slider.Koso Voltmeter.",SGD$18499,SGD$18499,SGD$18499,SGD$18499
580,Yamaha,Yamaha Aerox 155,SGD$13000,155cc,Class 2B,21-Jun-21,20-Jun-31,13370km,1,Cubs, June 2021 Yamaha Aerox 155 For Sale. Still Like Brand New Condition. New 6 Month Road Tax Till Dec.Always Park In Mscp.Service Every 2000Km.Seldom Ride Hence Selling Off. Viewing At Bedok. Bike Is Fully Paid So Have To Source Your Own Loan. Accessories- Upsize Tank 7.5L,SGD$13000,SGD$13000,SGD$13000,SGD$13000
581,Gilera,Gilera ST200 Runner,SGD$2700,198cc,Class 2B,14-Aug-13,13-Aug-23,66000km,1,Street Bikes, Aug 2013 Gilera ST200 Runner For Sale.Original With No Modification Since Day 1Well Maintained.Regularly Servicing.Price Nego.Pm Me Now For Viewing. AccessoriesBike Cover,SGD$2700,SGD$2700,SGD$2700,SGD$2700
